0.329887 0.205160 
1.058283 34.538555 
1.672521 34.565792 
3.159821 36.789795 
2.669206 34.566505 
4.624375 39.299557 
4.788564 36.157566 
6.909091 35.461174 
7.054596 37.115017 
8.635824 35.720043 
9.183917 34.727036 
10.140648 36.431534 
11.154487 37.507626 
12.116627 34.849674 
14.356591 32.721821 
14.431725 32.937202 
15.520738 34.406761 
16.618074 35.918610 
17.049276 30.808907 
18.573532 31.832806 
20.141766 30.734333 
19.731918 32.382576 
22.619469 33.720112 
22.449890 29.290834 
22.706211 31.153913 
24.802719 29.895298 
26.151388 27.895376 
26.621031 27.952618 
27.558218 29.899538 
27.996881 27.684349 
29.140379 28.651384 
31.172163 31.462873 
31.224520 27.709179 
32.085442 31.726488 
33.494949 27.503542 
34.827347 27.255100 
34.890659 22.555914 
36.181667 26.368282 
37.351120 24.273226 
38.666393 25.689634 
39.319672 28.467173 
40.888245 23.320021 
41.779724 24.869894 
42.286339 25.499565 
42.660843 26.668238 
43.476879 25.402195 
45.355034 25.559263 
46.560516 27.349867 
47.342052 25.442114 
48.169975 25.207762 
49.503765 25.190779 
50.386913 25.106466 
51.178364 24.280991 
51.730145 26.206951 
53.038624 25.111761 
54.450302 23.241308 
55.674664 23.691095 
56.673569 22.343760 
57.570915 23.056015 
58.064449 21.773727 
59.195351 23.446396 
60.723785 21.860172 
61.403255 21.128036 
61.789471 22.441029 
64.095459 21.963114 
64.634567 22.962744 
65.194809 24.719833 
67.345795 20.899805 
67.574974 22.724298 
68.790306 20.626722 
69.556244 24.073830 
69.620651 23.294325 
71.500092 20.465046 
73.642242 21.280180 
73.489685 22.881638 
73.911346 22.951216 
76.674927 22.122503 
77.151871 24.104631 
77.160187 24.148190 
78.728218 19.117538 
78.319122 22.754950 
81.027504 20.651218 
81.149368 21.897623 
81.932404 18.294724 
83.391937 21.299437 
84.919144 19.955191 
85.764519 21.482092 
86.967148 23.081177 
86.903816 16.939276 
89.040741 22.248766 
89.868790 22.442715 
90.168648 20.858263 
92.563454 18.883402 
92.114075 18.485888 
93.442741 18.805716 
94.084068 21.602085 
95.542870 20.149313 
96.457085 17.971806 
97.619827 19.170233 
98.485962 17.734755 
100.231140 22.164322 
101.080826 18.942575 
101.867226 18.040514 
102.994110 17.378134 
103.616959 19.653229 
105.086662 22.703949 
105.161636 20.262106 
107.556412 16.523708 
108.433800 20.874895 
109.039337 20.622921 
109.561172 21.812721 
110.819839 20.251827 
111.227524 19.290491 
112.293549 19.155106 
113.319733 19.548761 
113.689049 20.094807 
115.250618 18.673035 
116.155685 17.899834 
117.214622 19.904104 
117.991196 18.462601 
118.830101 17.105356 
119.789719 17.640089 
121.699455 16.891457 
122.358353 18.012661 
123.482841 15.307844 
123.592445 15.183021 
126.180023 19.286983 
126.363548 16.123070 
127.682579 19.199675 
128.963440 16.079889 
129.455643 20.323652 
130.707367 17.007772 
131.739975 17.512707 
132.742386 17.872570 
134.118820 20.416552 
134.450226 15.382962 
135.358597 18.223335 
136.861237 15.217634 
138.082962 17.668030 
138.170929 15.526089 
139.726471 17.057236 
141.103134 17.846540 
141.504227 15.219881 
142.694366 15.987537 
142.739960 15.032718 
144.226624 17.020393 
145.936478 13.196094 
147.195953 16.957798 
147.268860 14.360445 
149.314850 17.996584 
149.155975 15.796503 
150.733109 15.420674 
151.444962 12.589928 
151.738174 16.652660 
153.305069 14.465935 
154.346222 17.437788 
156.110886 17.837795 
155.938873 13.556485 
156.940109 16.552452 
157.980179 17.628466 
159.517319 15.772789 
160.745163 17.444092 
161.817596 17.785574 
161.783020 13.808491 
162.738846 16.174025 
165.292328 14.821046 
165.977509 16.086914 
166.464783 15.964392 
166.735794 13.458515 
169.119308 15.350045 
169.411880 11.124441 
170.451019 13.670980 
172.062531 15.142120 
172.789856 14.006249 
173.684830 16.250334 
174.082153 15.267176 
174.851227 14.908796 
178.120529 14.372805 
178.491226 15.952670 
178.913147 12.743293 
180.499054 10.967416 
180.704819 16.665768 
181.072784 15.811897 
183.364700 14.965959 
182.936966 15.293883 
184.013870 13.674770 
185.388733 12.555813 
187.321121 17.307602 
187.652893 13.655634 
189.107895 13.570604 
188.663681 13.795516 
190.835007 11.239252 
191.223251 15.017028 
192.693039 14.091928 
193.647614 12.129434 
194.297424 14.770810 
195.518143 15.400023 
196.330414 13.521419 
196.659622 14.201517 
198.419830 14.402596 
199.255188 12.739408 
199.879242 13.069484 
201.785706 13.377452 
202.355804 15.099706 
203.743149 14.693829 
203.743423 13.553137 
205.969757 13.697474 
206.573883 14.875321 
208.396042 15.460226 
208.356995 13.905958 
